LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS,Matched_CPU,Matched_GPU
1242,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6600U 2.6GHz,Core i7 6600U 2.6GHz,Core i7 6600U ,16GB,16,512GB SSD,,512,0,512,Nvidia GeForce 930M,Windows 10,Core i7-4600U,NVIDIA GeForce 930M
600,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Touchscreen ,2560x1440,Intel Core i7 6600U 2.6GHz,Core i7 6600U 2.6GHz,Core i7 6600U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-4600U,Intel HD Graphics 520
889,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 6600U 2.6GHz,Core i7 6600U 2.6GHz,Core i7 6600U ,8GB,8,512GB SSD,,512,0,512,Nvidia Quadro M500M,Windows 7,Core i7-4600U,NVIDIA Quadro M500M
863,Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 6500U 2.50GHz,Core i7 6500U 2.50GHz,Core i7 6500U 2,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-2600,Intel HD Graphics 520
845,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,IPS Panel Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
849,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,IPS Panel Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
853,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,IPS Panel Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
973,Lenovo,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Nvidia Quadro M520M,Windows 7,Core i7-8650U,NVIDIA Quadro M500M
1256,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
1245,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
1257,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,512GB SSD,,512,0,512,Nvidia GeForce 930M,Windows 10,Core i7-8650U,NVIDIA GeForce 930M
968,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,IPS Panel Quad HD+ ,2560x1440,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,64GB,64,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
617,HP,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
696,HP,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 10,Core i7-8650U,Intel HD Graphics 520
699,HP,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 520,Windows 7,Core i7-8650U,Intel HD Graphics 520
115,Apple,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,IPS Panel Retina Display ,2880x1800,Intel Core i7 2.9GHz,Core i7 2.9GHz,Core i7 ,16GB,16,512GB SSD,,512,0,512,AMD Radeon Pro 560,macOS,Core i7-990X,AMD Radeon Pro 560
122,Apple,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,IPS Panel Retina Display ,2880x1800,Intel Core i7 2.7GHz,Core i7 2.7GHz,Core i7 ,16GB,16,512GB SSD,,512,0,512,AMD Radeon Pro 455,macOS,Core i7-990X,AMD Radeon Pro 455
799,HP,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,512GB SSD,,512,0,512,Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
412,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,16GB,16,512GB SSD,,512,0,512,Intel HD Graphics 620,Windows 10,Core i5-7300HQ,Intel HD Graphics 620
929,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
925,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
170,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,8GB,8,512GB SSD,,512,0,512,Nvidia GeForce 940M,Windows 10,Core i5-4200U,NVIDIA GeForce 940M
110,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,IPS Panel Retina Display ,2560x1600,Intel Core i5 3.1GHz,Core i5 3.1GHz,Core i5 ,8GB,8,512GB SSD,,512,0,512,Intel Iris Plus Graphics 650,macOS,Core i5-8600K,Intel Iris Plus Graphics 650
109,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,IPS Panel Retina Display ,2560x1600,Intel Core i5 2.9GHz,Core i5 2.9GHz,Core i5 ,8GB,8,512GB SSD,,512,0,512,Intel Iris Graphics 550,macOS,Core i5-8600K,Intel Iris Graphics 550
111,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,IPS Panel Retina Display ,2304x1440,Intel Core i5 1.3GHz,Core i5 1.3GHz,Core i5 ,8GB,8,512GB SSD,,512,0,512,Intel HD Graphics 615,macOS,Core i5-8600K,Intel HD Graphics 615
1006,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,AMD A12-Series 9720P 3.6GHz,A12-Series 9720P 3.6GHz,A12-Series 9720P ,12GB,12,512GB SSD,,512,0,512,AMD Radeon 530,Windows 10,,AMD Radeon 530 Mobile
915,Lenovo,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,508GB Hybrid,,508,0,508,Intel HD Graphics 520,Windows 7,Core i5-4200U,Intel HD Graphics 520
1013,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 505,Windows 10,Pentium 997,Intel HD Graphics 505
20,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 505,Windows 10,Pentium 997,Intel HD Graphics 505
213,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 500,Windows 10,Pentium 997,Intel HD Graphics 500
295,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Linux,Pentium 997,Intel HD Graphics 505
372,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10,Pentium 997,Intel HD Graphics 505
467,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 405,Windows 10,Pentium 997,Intel HD Graphics 405
294,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N3700 1.6GHz,Pentium Quad Core N3700 1.6GHz,Pentium Quad Core N3700 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10,Pentium 997,Intel HD Graphics 505
326,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Pentium Quad Core N3700 1.6GHz,Pentium Quad Core N3700 1.6GHz,Pentium Quad Core N3700 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Linux,Pentium 997,Intel HD Graphics 505
819,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,AMD E-Series E2-9000e 1.5GHz,E-Series E2-9000e 1.5GHz,E-Series E2-9000e ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2,Windows 10,Sempron 3000+ EE SFF,AMD Radeon R2 Mobile Graphics
838,HP,Notebook,15.6,1366x768,Regular,1366x768,AMD E-Series E2-9000e 1.5GHz,E-Series E2-9000e 1.5GHz,E-Series E2-9000e ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2,No OS,Sempron 3000+ EE SFF,AMD Radeon R2 Mobile Graphics
792,HP,Notebook,15.6,1366x768,Regular,1366x768,AMD E-Series 9000e 1.5GHz,E-Series 9000e 1.5GHz,E-Series 9000e ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2,Windows 10,Sempron 3000+ EE SFF,AMD Radeon R2 Mobile Graphics
868,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,AMD E-Series 9000 2.2GHz,E-Series 9000 2.2GHz,E-Series 9000 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2 Graphics,Windows 10,Sempron 3000+ EE SFF,AMD Radeon R2 Mobile Graphics
201,Asus,Notebook,15.6,1366x768,Regular,1366x768,AMD E-Series 7110 1.8GHz,E-Series 7110 1.8GHz,E-Series 7110 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2 Graphics,Windows 10,Sempron LE-1150,AMD Radeon R2 Mobile Graphics
602,HP,Notebook,15.6,1366x768,Regular,1366x768,AMD E-Series 7110 1.8GHz,E-Series 7110 1.8GHz,E-Series 7110 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R2 Graphics,Windows 10,Sempron LE-1150,AMD Radeon R2 Mobile Graphics
716,HP,Workstation,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,500GB HDD,,500,0,500,Nvidia Quadro M1200,Windows 10,Core i7-4700HQ,NVIDIA Quadro M1200 Mobile
53,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,4GB,4,500GB HDD,,500,0,500,Nvidia GeForce 940MX,Windows 10,Core i7-4500U,NVIDIA GeForce 940MX
126,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,4GB,4,500GB HDD,,500,0,500,Nvidia GeForce 920M,Windows 10,Core i7-8650U,NVIDIA GeForce 920M
129,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,4GB,4,500GB HDD,,500,0,500,Nvidia GeForce 920M,Windows 10,Core i7-8650U,NVIDIA GeForce 920M
132,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,4GB,4,500GB HDD,,500,0,500,Nvidia GeForce 920M,Windows 10,Core i7-8650U,NVIDIA GeForce 920M
869,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,500GB HDD,,500,0,500,Nvidia GeForce 920MX,No OS,Core i7-8650U,NVIDIA GeForce 920MX
1260,Toshiba,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,500GB HDD,,500,0,500,Nvidia GeForce 930M,Windows 10,Core i7-8650U,NVIDIA GeForce 930M
1010,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-8250U,Intel HD Graphics 620
787,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-8250U,Intel HD Graphics 620
790,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,500GB HDD,,500,0,500,Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
804,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,500GB HDD,,500,0,500,Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
816,HP,Notebook,14,IPS Panel 1366x768,IPS Panel, 1366x768,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,500GB HDD,,500,0,500,Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
735,HP,Workstation,17.3,1600x900,Regular,1600x900,Intel Core i5 7440HQ 2.8GHz,Core i5 7440HQ 2.8GHz,Core i5 7440HQ ,8GB,8,500GB HDD,,500,0,500,Nvidia Quadro M1200,Windows 10,Core i5-7300HQ,NVIDIA Quadro M1200 Mobile
429,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Linux,Core i5-7300HQ,Intel HD Graphics 620
441,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-7300HQ,Intel HD Graphics 620
368,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-7300HQ,Intel HD Graphics 620
439,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-7300HQ,Intel HD Graphics 620
452,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R5 M430,Windows 10,Core i5-4200U,AMD Radeon R5 M430
656,HP,Ultrabook,12.5,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1020,Lenovo,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
24,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
38,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
59,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Linux,Core i5-4200U,Intel HD Graphics 620
297,Dell,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
345,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R5 M430,Windows 10,Core i5-4200U,AMD Radeon R5 M430
351,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
592,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
632,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
640,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
646,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
647,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
662,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
718,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,AMD Radeon 520,Windows 10,Core i5-4200U,AMD Radeon 520 Mobile
840,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,No OS,Core i5-4200U,Intel HD Graphics 620
936,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1012,Lenovo,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
689,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
753,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,500GB HDD,,500,0,500,AMD FirePro W4190M,Windows 10,Core i5-4200U,AMD FirePro W4190M
1249,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
1253,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,500GB HDD,,500,0,500,Intel HD Graphics 620,Windows 10,Core i5-4200U,Intel HD Graphics 620
484,Dell,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6440HQ 2.6GHz,Core i5 6440HQ 2.6GHz,Core i5 6440HQ ,8GB,8,500GB HDD,,500,0,500,AMD FirePro W5130M,Windows 10,Core i5-6350HQ,AMD FirePro W5130M
339,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6300U 2.4GHz,Core i5 6300U 2.4GHz,Core i5 6300U ,8GB,8,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-7600,Intel HD Graphics 520
626,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 7,Core i5-4200U,Intel HD Graphics 520
628,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 7,Core i5-4200U,Intel HD Graphics 520
638,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
677,HP,Ultrabook,12.5,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
692,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
986,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
299,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 7,Core i5-4200U,Intel HD Graphics 520
318,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Linux,Core i5-4200U,Intel HD Graphics 520
320,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R5 M315,Windows 7,Core i5-4200U,AMD Radeon R5 M315
362,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
385,Dell,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10,Core i5-4200U,Intel HD Graphics 520
598,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 6200U 2.3GHz,Core i5 6200U 2.3GHz,Core i5 6200U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS,Core i5-4200U,Intel HD Graphics 520
